simulation_id,experiment_id,backbone_id,backbone_shape,backbone_shape_class,backbone_newick,network_newick,donor,recipient,direction,gamma,ils_length,gene_tree_count,replicate,scenario_group,seed
pilot__backbone_001__ils0.05__g0.40__G100__r1__CtoA,pilot,backbone_001,"(((((B,E),F),A),D),C)","(((((x,x),x),x),x),x)","(((((B:1,E:1):0.05,F:1.05):0.05,A:1.1):0.05,D:1.15):0.05,C:1.2);","((((A:0.25)#H1:0.85,((B:1,E:1):0.05,F:1.05):0.05):0.05,D:1.15):0.05,(C:0.25,#H1:0.0::0.4):0.95);",C,A,C>A,0.4,0.05,100,1,backbone_001|0.05|0.4|100|C>A,288205039
pilot__backbone_001__ils0.05__g0.40__G100__r2__CtoA,pilot,backbone_001,"(((((B,E),F),A),D),C)","(((((x,x),x),x),x),x)","(((((B:1,E:1):0.05,F:1.05):0.05,A:1.1):0.05,D:1.15):0.05,C:1.2);","((((A:0.25)#H1:0.85,((B:1,E:1):0.05,F:1.05):0.05):0.05,D:1.15):0.05,(C:0.25,#H1:0.0::0.4):0.95);",C,A,C>A,0.4,0.05,100,2,backbone_001|0.05|0.4|100|C>A,1954516041
pilot__backbone_002__ils0.05__g0.40__G100__r1__AtoE,pilot,backbone_002,"((((A,F),(D,E)),B),C)","((((x,x),(x,x)),x),x)","((((A:1,F:1):0.05,(D:1,E:1):0.05):0.05,B:1.1):0.05,C:1.15);","(((((E:0.25)#H1:0.75,D:1):0.05,((A:0.25,#H1:0.0::0.4):0.75,F:1):0.05):0.05,B:1.1):0.05,C:1.15);",A,E,A>E,0.4,0.05,100,1,backbone_002|0.05|0.4|100|A>E,1303617860
pilot__backbone_002__ils0.05__g0.40__G100__r2__AtoE,pilot,backbone_002,"((((A,F),(D,E)),B),C)","((((x,x),(x,x)),x),x)","((((A:1,F:1):0.05,(D:1,E:1):0.05):0.05,B:1.1):0.05,C:1.15);","(((((E:0.25)#H1:0.75,D:1):0.05,((A:0.25,#H1:0.0::0.4):0.75,F:1):0.05):0.05,B:1.1):0.05,C:1.15);",A,E,A>E,0.4,0.05,100,2,backbone_002|0.05|0.4|100|A>E,1014296777
pilot__backbone_003__ils0.05__g0.40__G100__r1__EtoA,pilot,backbone_003,"((((B,D),E),(C,F)),A)","((((x,x),x),(x,x)),x)","((((B:1,D:1):0.05,E:1.05):0.05,(C:1.05,F:1.05):0.05):0.05,A:1.15);","((A:0.25)#H1:0.9,(((E:0.25,#H1:0.0::0.4):0.8,(B:1,D:1):0.05):0.05,(C:1.05,F:1.05):0.05):0.05);",E,A,E>A,0.4,0.05,100,1,backbone_003|0.05|0.4|100|E>A,903881007
pilot__backbone_003__ils0.05__g0.40__G100__r2__EtoA,pilot,backbone_003,"((((B,D),E),(C,F)),A)","((((x,x),x),(x,x)),x)","((((B:1,D:1):0.05,E:1.05):0.05,(C:1.05,F:1.05):0.05):0.05,A:1.15);","((A:0.25)#H1:0.9,(((E:0.25,#H1:0.0::0.4):0.8,(B:1,D:1):0.05):0.05,(C:1.05,F:1.05):0.05):0.05);",E,A,E>A,0.4,0.05,100,2,backbone_003|0.05|0.4|100|E>A,1368161003
pilot__backbone_004__ils0.20__g0.00__G100__r1__none,pilot,backbone_004,"((((B,C),F),D),(A,E))","((((x,x),x),x),(x,x))","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);",none,none,none,0.0,0.2,100,1,backbone_004|0.2|0|100|none,865782923
pilot__backbone_004__ils0.20__g0.00__G100__r2__none,pilot,backbone_004,"((((B,C),F),D),(A,E))","((((x,x),x),x),(x,x))","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);",none,none,none,0.0,0.2,100,2,backbone_004|0.2|0|100|none,1246609848
pilot__backbone_005__ils0.20__g0.20__G100__r1__AtoC,pilot,backbone_005,"(((A,F),(C,E)),(B,D))","(((x,x),(x,x)),(x,x))","(((A:1,F:1):0.2,(C:1,E:1):0.2):0.2,(B:1.2,D:1.2):0.2);","((((C:0.25)#H1:0.75,E:1):0.2,((A:0.25,#H1:0.0::0.2):0.75,F:1):0.2):0.2,(B:1.2,D:1.2):0.2);",A,C,A>C,0.2,0.2,100,1,backbone_005|0.2|0.2|100|A>C,1218565665
pilot__backbone_005__ils0.20__g0.20__G100__r2__AtoC,pilot,backbone_005,"(((A,F),(C,E)),(B,D))","(((x,x),(x,x)),(x,x))","(((A:1,F:1):0.2,(C:1,E:1):0.2):0.2,(B:1.2,D:1.2):0.2);","((((C:0.25)#H1:0.75,E:1):0.2,((A:0.25,#H1:0.0::0.2):0.75,F:1):0.2):0.2,(B:1.2,D:1.2):0.2);",A,C,A>C,0.2,0.2,100,2,backbone_005|0.2|0.2|100|A>C,1506392474
pilot__backbone_006__ils0.20__g0.20__G100__r1__CtoA,pilot,backbone_006,"(((A,F),B),((C,D),E))","(((x,x),x),((x,x),x))","(((A:1,F:1):0.2,B:1.2):0.2,((C:1,D:1):0.2,E:1.2):0.2);","((((A:0.25)#H1:0.75,F:1):0.2,B:1.2):0.2,(((C:0.25,#H1:0.0::0.2):0.75,D:1):0.2,E:1.2):0.2);",C,A,C>A,0.2,0.2,100,1,backbone_006|0.2|0.2|100|C>A,667241385
pilot__backbone_006__ils0.20__g0.20__G100__r2__CtoA,pilot,backbone_006,"(((A,F),B),((C,D),E))","(((x,x),x),((x,x),x))","(((A:1,F:1):0.2,B:1.2):0.2,((C:1,D:1):0.2,E:1.2):0.2);","((((A:0.25)#H1:0.75,F:1):0.2,B:1.2):0.2,(((C:0.25,#H1:0.0::0.2):0.75,D:1):0.2,E:1.2):0.2);",C,A,C>A,0.2,0.2,100,2,backbone_006|0.2|0.2|100|C>A,57340376
pilot__backbone_001__ils0.20__g0.20__G100__r1__AtoE,pilot,backbone_001,"(((((B,E),F),A),D),C)","(((((x,x),x),x),x),x)","(((((B:1,E:1):0.2,F:1.2):0.2,A:1.4):0.2,D:1.6):0.2,C:1.8);","((((((E:0.25)#H1:0.75,B:1):0.2,F:1.2):0.2,(A:0.25,#H1:0.0::0.2):1.15):0.2,D:1.6):0.2,C:1.8);",A,E,A>E,0.2,0.2,100,1,backbone_001|0.2|0.2|100|A>E,899030493
pilot__backbone_001__ils0.20__g0.20__G100__r2__AtoE,pilot,backbone_001,"(((((B,E),F),A),D),C)","(((((x,x),x),x),x),x)","(((((B:1,E:1):0.2,F:1.2):0.2,A:1.4):0.2,D:1.6):0.2,C:1.8);","((((((E:0.25)#H1:0.75,B:1):0.2,F:1.2):0.2,(A:0.25,#H1:0.0::0.2):1.15):0.2,D:1.6):0.2,C:1.8);",A,E,A>E,0.2,0.2,100,2,backbone_001|0.2|0.2|100|A>E,1189474736
pilot__backbone_002__ils0.20__g0.20__G100__r1__EtoA,pilot,backbone_002,"((((A,F),(D,E)),B),C)","((((x,x),(x,x)),x),x)","((((A:1,F:1):0.2,(D:1,E:1):0.2):0.2,B:1.4):0.2,C:1.6);","(((((A:0.25)#H1:0.75,F:1):0.2,((E:0.25,#H1:0.0::0.2):0.75,D:1):0.2):0.2,B:1.4):0.2,C:1.6);",E,A,E>A,0.2,0.2,100,1,backbone_002|0.2|0.2|100|E>A,539123945
pilot__backbone_002__ils0.20__g0.20__G100__r2__EtoA,pilot,backbone_002,"((((A,F),(D,E)),B),C)","((((x,x),(x,x)),x),x)","((((A:1,F:1):0.2,(D:1,E:1):0.2):0.2,B:1.4):0.2,C:1.6);","(((((A:0.25)#H1:0.75,F:1):0.2,((E:0.25,#H1:0.0::0.2):0.75,D:1):0.2):0.2,B:1.4):0.2,C:1.6);",E,A,E>A,0.2,0.2,100,2,backbone_002|0.2|0.2|100|E>A,1231579070
pilot__backbone_003__ils0.20__g0.40__G100__r1__AtoC,pilot,backbone_003,"((((B,D),E),(C,F)),A)","((((x,x),x),(x,x)),x)","((((B:1,D:1):0.2,E:1.2):0.2,(C:1.2,F:1.2):0.2):0.2,A:1.6);","((((C:0.25)#H1:0.95,F:1.2):0.2,((B:1,D:1):0.2,E:1.2):0.2):0.2,(A:0.25,#H1:0.0::0.4):1.35);",A,C,A>C,0.4,0.2,100,1,backbone_003|0.2|0.4|100|A>C,1011121423
pilot__backbone_003__ils0.20__g0.40__G100__r2__AtoC,pilot,backbone_003,"((((B,D),E),(C,F)),A)","((((x,x),x),(x,x)),x)","((((B:1,D:1):0.2,E:1.2):0.2,(C:1.2,F:1.2):0.2):0.2,A:1.6);","((((C:0.25)#H1:0.95,F:1.2):0.2,((B:1,D:1):0.2,E:1.2):0.2):0.2,(A:0.25,#H1:0.0::0.4):1.35);",A,C,A>C,0.4,0.2,100,2,backbone_003|0.2|0.4|100|A>C,1905637546
pilot__backbone_004__ils0.20__g0.40__G100__r1__CtoA,pilot,backbone_004,"((((B,C),F),D),(A,E))","((((x,x),x),x),(x,x))","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);","(((A:0.25)#H1:1.15,E:1.4):0.2,((((C:0.25,#H1:0.0::0.4):0.75,B:1):0.2,F:1.2):0.2,D:1.4):0.2);",C,A,C>A,0.4,0.2,100,1,backbone_004|0.2|0.4|100|C>A,376797919
pilot__backbone_004__ils0.20__g0.40__G100__r2__CtoA,pilot,backbone_004,"((((B,C),F),D),(A,E))","((((x,x),x),x),(x,x))","((((B:1,C:1):0.2,F:1.2):0.2,D:1.4):0.2,(A:1.4,E:1.4):0.2);","(((A:0.25)#H1:1.15,E:1.4):0.2,((((C:0.25,#H1:0.0::0.4):0.75,B:1):0.2,F:1.2):0.2,D:1.4):0.2);",C,A,C>A,0.4,0.2,100,2,backbone_004|0.2|0.4|100|C>A,191293519
pilot__backbone_005__ils0.20__g0.40__G100__r1__AtoE,pilot,backbone_005,"(((A,F),(C,E)),(B,D))","(((x,x),(x,x)),(x,x))","(((A:1,F:1):0.2,(C:1,E:1):0.2):0.2,(B:1.2,D:1.2):0.2);","((((E:0.25)#H1:0.75,C:1):0.2,((A:0.25,#H1:0.0::0.4):0.75,F:1):0.2):0.2,(B:1.2,D:1.2):0.2);",A,E,A>E,0.4,0.2,100,1,backbone_005|0.2|0.4|100|A>E,1790154714
pilot__backbone_005__ils0.20__g0.40__G100__r2__AtoE,pilot,backbone_005,"(((A,F),(C,E)),(B,D))","(((x,x),(x,x)),(x,x))","(((A:1,F:1):0.2,(C:1,E:1):0.2):0.2,(B:1.2,D:1.2):0.2);","((((E:0.25)#H1:0.75,C:1):0.2,((A:0.25,#H1:0.0::0.4):0.75,F:1):0.2):0.2,(B:1.2,D:1.2):0.2);",A,E,A>E,0.4,0.2,100,2,backbone_005|0.2|0.4|100|A>E,1652557425
pilot__backbone_006__ils0.20__g0.40__G100__r1__EtoA,pilot,backbone_006,"(((A,F),B),((C,D),E))","(((x,x),x),((x,x),x))","(((A:1,F:1):0.2,B:1.2):0.2,((C:1,D:1):0.2,E:1.2):0.2);","((((A:0.25)#H1:0.75,F:1):0.2,B:1.2):0.2,((E:0.25,#H1:0.0::0.4):0.95,(C:1,D:1):0.2):0.2);",E,A,E>A,0.4,0.2,100,1,backbone_006|0.2|0.4|100|E>A,2144375616
pilot__backbone_006__ils0.20__g0.40__G100__r2__EtoA,pilot,backbone_006,"(((A,F),B),((C,D),E))","(((x,x),x),((x,x),x))","(((A:1,F:1):0.2,B:1.2):0.2,((C:1,D:1):0.2,E:1.2):0.2);","((((A:0.25)#H1:0.75,F:1):0.2,B:1.2):0.2,((E:0.25,#H1:0.0::0.4):0.95,(C:1,D:1):0.2):0.2);",E,A,E>A,0.4,0.2,100,2,backbone_006|0.2|0.4|100|E>A,1327619747
